filename,relpath,speaker,gender,emotion,sentence_id
fcim_h082.wav,Female/fcim/fcim_h082.wav,fcim,female,happiness,82
fcim_h083.wav,Female/fcim/fcim_h083.wav,fcim,female,happiness,83
fcim_h084.wav,Female/fcim/fcim_h084.wav,fcim,female,happiness,84
fcim_h085.wav,Female/fcim/fcim_h085.wav,fcim,female,happiness,85
fcim_h086.wav,Female/fcim/fcim_h086.wav,fcim,female,happiness,86
fcim_h087.wav,Female/fcim/fcim_h087.wav,fcim,female,happiness,87
fcim_h088.wav,Female/fcim/fcim_h088.wav,fcim,female,happiness,88
fcim_h089.wav,Female/fcim/fcim_h089.wav,fcim,female,happiness,89
fcim_h090.wav,Female/fcim/fcim_h090.wav,fcim,female,happiness,90
fcim_h091.wav,Female/fcim/fcim_h091.wav,fcim,female,happiness,91
fcim_h092.wav,Female/fcim/fcim_h092.wav,fcim,female,happiness,92
fcim_h093.wav,Female/fcim/fcim_h093.wav,fcim,female,happiness,93
fcim_h094.wav,Female/fcim/fcim_h094.wav,fcim,female,happiness,94
fcim_h095.wav,Female/fcim/fcim_h095.wav,fcim,female,happiness,95
fcim_h096.wav,Female/fcim/fcim_h096.wav,fcim,female,happiness,96
fcim_h097.wav,Female/fcim/fcim_h097.wav,fcim,female,happiness,97
fcim_h098.wav,Female/fcim/fcim_h098.wav,fcim,female,happiness,98
fcim_h099.wav,Female/fcim/fcim_h099.wav,fcim,female,happiness,99
fcim_h100.wav,Female/fcim/fcim_h100.wav,fcim,female,happiness,100
fcim_h101.wav,Female/fcim/fcim_h101.wav,fcim,female,happiness,101
fcim_h102.wav,Female/fcim/fcim_h102.wav,fcim,female,happiness,102
fcim_h103.wav,Female/fcim/fcim_h103.wav,fcim,female,happiness,103
fcim_h104.wav,Female/fcim/fcim_h104.wav,fcim,female,happiness,104
fcim_h105.wav,Female/fcim/fcim_h105.wav,fcim,female,happiness,105
fcim_h106.wav,Female/fcim/fcim_h106.wav,fcim,female,happiness,106
fcim_h107.wav,Female/fcim/fcim_h107.wav,fcim,female,happiness,107
fcim_h108.wav,Female/fcim/fcim_h108.wav,fcim,female,happiness,108
fcim_h109.wav,Female/fcim/fcim_h109.wav,fcim,female,happiness,109
fcim_h110.wav,Female/fcim/fcim_h110.wav,fcim,female,happiness,110
fcim_h111.wav,Female/fcim/fcim_h111.wav,fcim,female,happiness,111
fcim_h112.wav,Female/fcim/fcim_h112.wav,fcim,female,happiness,112
fcim_h113.wav,Female/fcim/fcim_h113.wav,fcim,female,happiness,113
fcim_h114.wav,Female/fcim/fcim_h114.wav,fcim,female,happiness,114
fcim_h115.wav,Female/fcim/fcim_h115.wav,fcim,female,happiness,115
fcim_h116.wav,Female/fcim/fcim_h116.wav,fcim,female,happiness,116
fcim_h117.wav,Female/fcim/fcim_h117.wav,fcim,female,happiness,117
fcim_h118.wav,Female/fcim/fcim_h118.wav,fcim,female,happiness,118
fcim_h119.wav,Female/fcim/fcim_h119.wav,fcim,female,happiness,119
fcim_h120.wav,Female/fcim/fcim_h120.wav,fcim,female,happiness,120
fcim_h121.wav,Female/fcim/fcim_h121.wav,fcim,female,happiness,121
fcim_h122.wav,Female/fcim/fcim_h122.wav,fcim,female,happiness,122
fcim_h123.wav,Female/fcim/fcim_h123.wav,fcim,female,happiness,123
fcim_h124.wav,Female/fcim/fcim_h124.wav,fcim,female,happiness,124
fcim_h125.wav,Female/fcim/fcim_h125.wav,fcim,female,happiness,125
fcim_h126.wav,Female/fcim/fcim_h126.wav,fcim,female,happiness,126
fcim_h127.wav,Female/fcim/fcim_h127.wav,fcim,female,happiness,127
fcim_h128.wav,Female/fcim/fcim_h128.wav,fcim,female,happiness,128
fcim_h129.wav,Female/fcim/fcim_h129.wav,fcim,female,happiness,129
fcim_h130.wav,Female/fcim/fcim_h130.wav,fcim,female,happiness,130
fcim_h131.wav,Female/fcim/fcim_h131.wav,fcim,female,happiness,131
fcim_h132.wav,Female/fcim/fcim_h132.wav,fcim,female,happiness,132
fcim_h133.wav,Female/fcim/fcim_h133.wav,fcim,female,happiness,133
fcim_h134.wav,Female/fcim/fcim_h134.wav,fcim,female,happiness,134
fcim_h135.wav,Female/fcim/fcim_h135.wav,fcim,female,happiness,135
fcim_h136.wav,Female/fcim/fcim_h136.wav,fcim,female,happiness,136
fcim_h137.wav,Female/fcim/fcim_h137.wav,fcim,female,happiness,137
fcim_h138.wav,Female/fcim/fcim_h138.wav,fcim,female,happiness,138
fcim_h139.wav,Female/fcim/fcim_h139.wav,fcim,female,happiness,139
fcim_h140.wav,Female/fcim/fcim_h140.wav,fcim,female,happiness,140
fcim_h141.wav,Female/fcim/fcim_h141.wav,fcim,female,happiness,141
fcim_h142.wav,Female/fcim/fcim_h142.wav,fcim,female,happiness,142
fcim_h143.wav,Female/fcim/fcim_h143.wav,fcim,female,happiness,143
fcim_h144.wav,Female/fcim/fcim_h144.wav,fcim,female,happiness,144
fcim_h145.wav,Female/fcim/fcim_h145.wav,fcim,female,happiness,145
fcim_h146.wav,Female/fcim/fcim_h146.wav,fcim,female,happiness,146
fcim_h147.wav,Female/fcim/fcim_h147.wav,fcim,female,happiness,147
fcim_h148.wav,Female/fcim/fcim_h148.wav,fcim,female,happiness,148
fcim_h149.wav,Female/fcim/fcim_h149.wav,fcim,female,happiness,149
fcim_h150.wav,Female/fcim/fcim_h150.wav,fcim,female,happiness,150
fcim_h151.wav,Female/fcim/fcim_h151.wav,fcim,female,happiness,151
fcim_h152.wav,Female/fcim/fcim_h152.wav,fcim,female,happiness,152
fcim_h153.wav,Female/fcim/fcim_h153.wav,fcim,female,happiness,153
fcim_h154.wav,Female/fcim/fcim_h154.wav,fcim,female,happiness,154
fcim_h155.wav,Female/fcim/fcim_h155.wav,fcim,female,happiness,155
fcim_h156.wav,Female/fcim/fcim_h156.wav,fcim,female,happiness,156
fcim_h157.wav,Female/fcim/fcim_h157.wav,fcim,female,happiness,157
fcim_h158.wav,Female/fcim/fcim_h158.wav,fcim,female,happiness,158
fcim_h159.wav,Female/fcim/fcim_h159.wav,fcim,female,happiness,159
fcim_h160.wav,Female/fcim/fcim_h160.wav,fcim,female,happiness,160
fcim_h161.wav,Female/fcim/fcim_h161.wav,fcim,female,happiness,161
fcim_h162.wav,Female/fcim/fcim_h162.wav,fcim,female,happiness,162
fcim_h163.wav,Female/fcim/fcim_h163.wav,fcim,female,happiness,163
fcim_h164.wav,Female/fcim/fcim_h164.wav,fcim,female,happiness,164
fcim_h165.wav,Female/fcim/fcim_h165.wav,fcim,female,happiness,165
fcim_h166.wav,Female/fcim/fcim_h166.wav,fcim,female,happiness,166
fcim_h167.wav,Female/fcim/fcim_h167.wav,fcim,female,happiness,167
fcim_h168.wav,Female/fcim/fcim_h168.wav,fcim,female,happiness,168
fcim_h169.wav,Female/fcim/fcim_h169.wav,fcim,female,happiness,169
fcim_h170.wav,Female/fcim/fcim_h170.wav,fcim,female,happiness,170
fcim_h171.wav,Female/fcim/fcim_h171.wav,fcim,female,happiness,171
fcim_h172.wav,Female/fcim/fcim_h172.wav,fcim,female,happiness,172
fcim_h173.wav,Female/fcim/fcim_h173.wav,fcim,female,happiness,173
fcim_h174.wav,Female/fcim/fcim_h174.wav,fcim,female,happiness,174
fcim_h175.wav,Female/fcim/fcim_h175.wav,fcim,female,happiness,175
fcim_h176.wav,Female/fcim/fcim_h176.wav,fcim,female,happiness,176
fcim_h177.wav,Female/fcim/fcim_h177.wav,fcim,female,happiness,177
fcim_h178.wav,Female/fcim/fcim_h178.wav,fcim,female,happiness,178
fcim_h179.wav,Female/fcim/fcim_h179.wav,fcim,female,happiness,179
fcim_h180.wav,Female/fcim/fcim_h180.wav,fcim,female,happiness,180
fcim_h181.wav,Female/fcim/fcim_h181.wav,fcim,female,happiness,181
fcim_h182.wav,Female/fcim/fcim_h182.wav,fcim,female,happiness,182
fcim_h183.wav,Female/fcim/fcim_h183.wav,fcim,female,happiness,183
fcim_h184.wav,Female/fcim/fcim_h184.wav,fcim,female,happiness,184
fcim_h185.wav,Female/fcim/fcim_h185.wav,fcim,female,happiness,185
fcim_h186.wav,Female/fcim/fcim_h186.wav,fcim,female,happiness,186
fcim_h187.wav,Female/fcim/fcim_h187.wav,fcim,female,happiness,187
fcim_h188.wav,Female/fcim/fcim_h188.wav,fcim,female,happiness,188
fcim_h189.wav,Female/fcim/fcim_h189.wav,fcim,female,happiness,189
fcim_h190.wav,Female/fcim/fcim_h190.wav,fcim,female,happiness,190
fcim_h191.wav,Female/fcim/fcim_h191.wav,fcim,female,happiness,191
fcim_h192.wav,Female/fcim/fcim_h192.wav,fcim,female,happiness,192
fcim_h193.wav,Female/fcim/fcim_h193.wav,fcim,female,happiness,193
fcim_h194.wav,Female/fcim/fcim_h194.wav,fcim,female,happiness,194
fcim_h195.wav,Female/fcim/fcim_h195.wav,fcim,female,happiness,195
fcim_h196.wav,Female/fcim/fcim_h196.wav,fcim,female,happiness,196
fcim_h197.wav,Female/fcim/fcim_h197.wav,fcim,female,happiness,197
fcim_h198.wav,Female/fcim/fcim_h198.wav,fcim,female,happiness,198
fcim_h199.wav,Female/fcim/fcim_h199.wav,fcim,female,happiness,199
fcim_h200.wav,Female/fcim/fcim_h200.wav,fcim,female,happiness,200
fcim_h201.wav,Female/fcim/fcim_h201.wav,fcim,female,happiness,201
fcim_h202.wav,Female/fcim/fcim_h202.wav,fcim,female,happiness,202
fcim_h203.wav,Female/fcim/fcim_h203.wav,fcim,female,happiness,203
fcim_h204.wav,Female/fcim/fcim_h204.wav,fcim,female,happiness,204
fcim_h205.wav,Female/fcim/fcim_h205.wav,fcim,female,happiness,205
fcim_h206.wav,Female/fcim/fcim_h206.wav,fcim,female,happiness,206
fcim_h207.wav,Female/fcim/fcim_h207.wav,fcim,female,happiness,207
fcim_h208.wav,Female/fcim/fcim_h208.wav,fcim,female,happiness,208
fcim_h209.wav,Female/fcim/fcim_h209.wav,fcim,female,happiness,209
fcim_h210.wav,Female/fcim/fcim_h210.wav,fcim,female,happiness,210
fcim_h211.wav,Female/fcim/fcim_h211.wav,fcim,female,happiness,211
fcim_a212.wav,Female/fcim/fcim_a212.wav,fcim,female,anger,212
fcim_a213.wav,Female/fcim/fcim_a213.wav,fcim,female,anger,213
fcim_a214.wav,Female/fcim/fcim_a214.wav,fcim,female,anger,214
fcim_a215.wav,Female/fcim/fcim_a215.wav,fcim,female,anger,215
fcim_a216.wav,Female/fcim/fcim_a216.wav,fcim,female,anger,216
fcim_a217.wav,Female/fcim/fcim_a217.wav,fcim,female,anger,217
fcim_a218.wav,Female/fcim/fcim_a218.wav,fcim,female,anger,218
fcim_a219.wav,Female/fcim/fcim_a219.wav,fcim,female,anger,219
fcim_a220.wav,Female/fcim/fcim_a220.wav,fcim,female,anger,220
fcim_a221.wav,Female/fcim/fcim_a221.wav,fcim,female,anger,221
fcim_a222.wav,Female/fcim/fcim_a222.wav,fcim,female,anger,222
fcim_a223.wav,Female/fcim/fcim_a223.wav,fcim,female,anger,223
fcim_a224.wav,Female/fcim/fcim_a224.wav,fcim,female,anger,224
fcim_a225.wav,Female/fcim/fcim_a225.wav,fcim,female,anger,225
fcim_a226.wav,Female/fcim/fcim_a226.wav,fcim,female,anger,226
fcim_a227.wav,Female/fcim/fcim_a227.wav,fcim,female,anger,227
fcim_a228.wav,Female/fcim/fcim_a228.wav,fcim,female,anger,228
fcim_a229.wav,Female/fcim/fcim_a229.wav,fcim,female,anger,229
fcim_a230.wav,Female/fcim/fcim_a230.wav,fcim,female,anger,230
fcim_a231.wav,Female/fcim/fcim_a231.wav,fcim,female,anger,231
fcim_a232.wav,Female/fcim/fcim_a232.wav,fcim,female,anger,232
fcim_a233.wav,Female/fcim/fcim_a233.wav,fcim,female,anger,233
fcim_a234.wav,Female/fcim/fcim_a234.wav,fcim,female,anger,234
fcim_a235.wav,Female/fcim/fcim_a235.wav,fcim,female,anger,235
fcim_a236.wav,Female/fcim/fcim_a236.wav,fcim,female,anger,236
fcim_a237.wav,Female/fcim/fcim_a237.wav,fcim,female,anger,237
fcim_a238.wav,Female/fcim/fcim_a238.wav,fcim,female,anger,238
fcim_a239.wav,Female/fcim/fcim_a239.wav,fcim,female,anger,239
fcim_a240.wav,Female/fcim/fcim_a240.wav,fcim,female,anger,240
fcim_a241.wav,Female/fcim/fcim_a241.wav,fcim,female,anger,241
fcim_a242.wav,Female/fcim/fcim_a242.wav,fcim,female,anger,242
fcim_a243.wav,Female/fcim/fcim_a243.wav,fcim,female,anger,243
fcim_a244.wav,Female/fcim/fcim_a244.wav,fcim,female,anger,244
fcim_a245.wav,Female/fcim/fcim_a245.wav,fcim,female,anger,245
fcim_a246.wav,Female/fcim/fcim_a246.wav,fcim,female,anger,246
fcim_a247.wav,Female/fcim/fcim_a247.wav,fcim,female,anger,247
fcim_a248.wav,Female/fcim/fcim_a248.wav,fcim,female,anger,248
fcim_a249.wav,Female/fcim/fcim_a249.wav,fcim,female,anger,249
fcim_a250.wav,Female/fcim/fcim_a250.wav,fcim,female,anger,250
fcim_a251.wav,Female/fcim/fcim_a251.wav,fcim,female,anger,251
fcim_a252.wav,Female/fcim/fcim_a252.wav,fcim,female,anger,252
fcim_a253.wav,Female/fcim/fcim_a253.wav,fcim,female,anger,253
fcim_a254.wav,Female/fcim/fcim_a254.wav,fcim,female,anger,254
fcim_a255.wav,Female/fcim/fcim_a255.wav,fcim,female,anger,255
fcim_a256.wav,Female/fcim/fcim_a256.wav,fcim,female,anger,256
fcim_a257.wav,Female/fcim/fcim_a257.wav,fcim,female,anger,257
fcim_a258.wav,Female/fcim/fcim_a258.wav,fcim,female,anger,258
fcim_a259.wav,Female/fcim/fcim_a259.wav,fcim,female,anger,259
fcim_a260.wav,Female/fcim/fcim_a260.wav,fcim,female,anger,260
fcim_a261.wav,Female/fcim/fcim_a261.wav,fcim,female,anger,261
fcim_a262.wav,Female/fcim/fcim_a262.wav,fcim,female,anger,262
fcim_a263.wav,Female/fcim/fcim_a263.wav,fcim,female,anger,263
fcim_a264.wav,Female/fcim/fcim_a264.wav,fcim,female,anger,264
fcim_a265.wav,Female/fcim/fcim_a265.wav,fcim,female,anger,265
fcim_a266.wav,Female/fcim/fcim_a266.wav,fcim,female,anger,266
fcim_a267.wav,Female/fcim/fcim_a267.wav,fcim,female,anger,267
fcim_a268.wav,Female/fcim/fcim_a268.wav,fcim,female,anger,268
fcim_a269.wav,Female/fcim/fcim_a269.wav,fcim,female,anger,269
fcim_a270.wav,Female/fcim/fcim_a270.wav,fcim,female,anger,270
fcim_a271.wav,Female/fcim/fcim_a271.wav,fcim,female,anger,271
fcim_a272.wav,Female/fcim/fcim_a272.wav,fcim,female,anger,272
fcim_a273.wav,Female/fcim/fcim_a273.wav,fcim,female,anger,273
fcim_a274.wav,Female/fcim/fcim_a274.wav,fcim,female,anger,274
fcim_a275.wav,Female/fcim/fcim_a275.wav,fcim,female,anger,275
fcim_a276.wav,Female/fcim/fcim_a276.wav,fcim,female,anger,276
fcim_a277.wav,Female/fcim/fcim_a277.wav,fcim,female,anger,277
fcim_a278.wav,Female/fcim/fcim_a278.wav,fcim,female,anger,278
fcim_a279.wav,Female/fcim/fcim_a279.wav,fcim,female,anger,279
fcim_a280.wav,Female/fcim/fcim_a280.wav,fcim,female,anger,280
fcim_a281.wav,Female/fcim/fcim_a281.wav,fcim,female,anger,281
fcim_a282.wav,Female/fcim/fcim_a282.wav,fcim,female,anger,282
fcim_a283.wav,Female/fcim/fcim_a283.wav,fcim,female,anger,283
fcim_a284.wav,Female/fcim/fcim_a284.wav,fcim,female,anger,284
fcim_a285.wav,Female/fcim/fcim_a285.wav,fcim,female,anger,285
fcim_a286.wav,Female/fcim/fcim_a286.wav,fcim,female,anger,286
fcim_a287.wav,Female/fcim/fcim_a287.wav,fcim,female,anger,287
fcim_a288.wav,Female/fcim/fcim_a288.wav,fcim,female,anger,288
fcim_a289.wav,Female/fcim/fcim_a289.wav,fcim,female,anger,289
fcim_a290.wav,Female/fcim/fcim_a290.wav,fcim,female,anger,290
fcim_a291.wav,Female/fcim/fcim_a291.wav,fcim,female,anger,291
fcim_a292.wav,Female/fcim/fcim_a292.wav,fcim,female,anger,292
fcim_a293.wav,Female/fcim/fcim_a293.wav,fcim,female,anger,293
fcim_a294.wav,Female/fcim/fcim_a294.wav,fcim,female,anger,294
fcim_a295.wav,Female/fcim/fcim_a295.wav,fcim,female,anger,295
fcim_a296.wav,Female/fcim/fcim_a296.wav,fcim,female,anger,296
fcim_a297.wav,Female/fcim/fcim_a297.wav,fcim,female,anger,297
fcim_a298.wav,Female/fcim/fcim_a298.wav,fcim,female,anger,298
fcim_a299.wav,Female/fcim/fcim_a299.wav,fcim,female,anger,299
fcim_a300.wav,Female/fcim/fcim_a300.wav,fcim,female,anger,300
fcim_a301.wav,Female/fcim/fcim_a301.wav,fcim,female,anger,301
fcim_a302.wav,Female/fcim/fcim_a302.wav,fcim,female,anger,302
fcim_a303.wav,Female/fcim/fcim_a303.wav,fcim,female,anger,303
fcim_a304.wav,Female/fcim/fcim_a304.wav,fcim,female,anger,304
fcim_a305.wav,Female/fcim/fcim_a305.wav,fcim,female,anger,305
fcim_a306.wav,Female/fcim/fcim_a306.wav,fcim,female,anger,306
fcim_a307.wav,Female/fcim/fcim_a307.wav,fcim,female,anger,307
fcim_a308.wav,Female/fcim/fcim_a308.wav,fcim,female,anger,308
fcim_a309.wav,Female/fcim/fcim_a309.wav,fcim,female,anger,309
fcim_a310.wav,Female/fcim/fcim_a310.wav,fcim,female,anger,310
fcim_a311.wav,Female/fcim/fcim_a311.wav,fcim,female,anger,311
fcim_a312.wav,Female/fcim/fcim_a312.wav,fcim,female,anger,312
fcim_a313.wav,Female/fcim/fcim_a313.wav,fcim,female,anger,313
fcim_a314.wav,Female/fcim/fcim_a314.wav,fcim,female,anger,314
fcim_a315.wav,Female/fcim/fcim_a315.wav,fcim,female,anger,315
fcim_a316.wav,Female/fcim/fcim_a316.wav,fcim,female,anger,316
fcim_a317.wav,Female/fcim/fcim_a317.wav,fcim,female,anger,317
fcim_a318.wav,Female/fcim/fcim_a318.wav,fcim,female,anger,318
fcim_a319.wav,Female/fcim/fcim_a319.wav,fcim,female,anger,319
fcim_a320.wav,Female/fcim/fcim_a320.wav,fcim,female,anger,320
fcim_a321.wav,Female/fcim/fcim_a321.wav,fcim,female,anger,321
fcim_a322.wav,Female/fcim/fcim_a322.wav,fcim,female,anger,322
fcim_a323.wav,Female/fcim/fcim_a323.wav,fcim,female,anger,323
fcim_a324.wav,Female/fcim/fcim_a324.wav,fcim,female,anger,324
fcim_a325.wav,Female/fcim/fcim_a325.wav,fcim,female,anger,325
fcim_a326.wav,Female/fcim/fcim_a326.wav,fcim,female,anger,326
fcim_a327.wav,Female/fcim/fcim_a327.wav,fcim,female,anger,327
fcim_a328.wav,Female/fcim/fcim_a328.wav,fcim,female,anger,328
fcim_a329.wav,Female/fcim/fcim_a329.wav,fcim,female,anger,329
fcim_a330.wav,Female/fcim/fcim_a330.wav,fcim,female,anger,330
fcim_a331.wav,Female/fcim/fcim_a331.wav,fcim,female,anger,331
fcim_a333.wav,Female/fcim/fcim_a333.wav,fcim,female,anger,333
fcim_a334.wav,Female/fcim/fcim_a334.wav,fcim,female,anger,334
fcim_a335.wav,Female/fcim/fcim_a335.wav,fcim,female,anger,335
fcim_a336.wav,Female/fcim/fcim_a336.wav,fcim,female,anger,336
fcim_a337.wav,Female/fcim/fcim_a337.wav,fcim,female,anger,337
fcim_a338.wav,Female/fcim/fcim_a338.wav,fcim,female,anger,338
fcim_a339.wav,Female/fcim/fcim_a339.wav,fcim,female,anger,339
fcim_a340.wav,Female/fcim/fcim_a340.wav,fcim,female,anger,340
fcim_a341.wav,Female/fcim/fcim_a341.wav,fcim,female,anger,341
fcim_a342.wav,Female/fcim/fcim_a342.wav,fcim,female,anger,342
fcim_a343.wav,Female/fcim/fcim_a343.wav,fcim,female,anger,343
fcim_a344.wav,Female/fcim/fcim_a344.wav,fcim,female,anger,344
fcim_a345.wav,Female/fcim/fcim_a345.wav,fcim,female,anger,345
fcim_a346.wav,Female/fcim/fcim_a346.wav,fcim,female,anger,346
fcim_a347.wav,Female/fcim/fcim_a347.wav,fcim,female,anger,347
fcim_a348.wav,Female/fcim/fcim_a348.wav,fcim,female,anger,348
fcim_a349.wav,Female/fcim/fcim_a349.wav,fcim,female,anger,349
fcim_a350.wav,Female/fcim/fcim_a350.wav,fcim,female,anger,350
fcim_a351.wav,Female/fcim/fcim_a351.wav,fcim,female,anger,351
fcim_a352.wav,Female/fcim/fcim_a352.wav,fcim,female,anger,352
fcim_a353.wav,Female/fcim/fcim_a353.wav,fcim,female,anger,353
fcim_a354.wav,Female/fcim/fcim_a354.wav,fcim,female,anger,354
fcim_a355.wav,Female/fcim/fcim_a355.wav,fcim,female,anger,355
fcim_a356.wav,Female/fcim/fcim_a356.wav,fcim,female,anger,356
fcim_a357.wav,Female/fcim/fcim_a357.wav,fcim,female,anger,357
fcim_a358.wav,Female/fcim/fcim_a358.wav,fcim,female,anger,358
fcim_a359.wav,Female/fcim/fcim_a359.wav,fcim,female,anger,359
fcim_a360.wav,Female/fcim/fcim_a360.wav,fcim,female,anger,360
fcim_a361.wav,Female/fcim/fcim_a361.wav,fcim,female,anger,361
fcim_a362.wav,Female/fcim/fcim_a362.wav,fcim,female,anger,362
